Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,CRSElapsedTime,Origin,Dest,Distance,ArrDelay15
9,6,6,1910,2207,DL,177,JFK,ATL,760,True
4,27,7,1110,1227,XE,77,IAH,OKC,395,False
2,29,5,2215,24,US,129,CLT,MHT,737,False
8,14,4,1810,2103,B6,173,FLL,BUF,1166,False
5,10,6,1330,1730,AA,180,DFW,BWI,1217,False
6,18,3,1609,1646,OO,97,TUL,DEN,541,True
1,18,5,1750,1925,MQ,95,DFW,MOB,540,False
6,8,7,655,923,AS,148,PDX,LAX,834,False
3,25,2,815,905,MQ,50,MKE,ORD,67,True
9,2,2,1505,1730,WN,145,GEG,LAS,806,False
3,7,5,2115,2253,XE,98,EWR,RIC,278,True
1,3,4,900,1005,NW,185,DTW,DEN,1123,False
11,10,1,1825,1945,WN,80,LAX,SMF,373,True
10,13,1,1030,1245,9E,135,IND,LGA,659,False
9,7,7,1335,1510,DL,95,ATL,RSW,515,False
4,25,5,1335,1355,WN,80,SLC,RNO,422,False
5,6,2,905,1030,WN,85,OAK,SAN,446,False
8,8,5,1145,1334,EV,109,RDU,MCO,534,False
1,28,1,1500,1600,MQ,60,RDU,DCA,227,False
3,8,6,1310,1430,OO,80,SLC,SGU,269,False
11,19,3,955,1252,B6,177,JFK,MCO,944,False
3,14,5,1225,1435,MQ,130,MLI,DFW,691,False
9,6,6,1655,1815,MQ,80,SJC,SNA,342,False
12,9,2,825,1020,F9,175,DEN,SEA,1024,False
7,2,3,1455,1700,XE,125,BNA,IAH,657,False
10,26,7,1135,1332,XE,117,IND,EWR,644,False
10,24,5,2020,2143,NW,83,MSP,BIS,386,False
2,6,3,1335,1435,WN,60,LBB,DAL,293,True
10,30,4,1611,1805,EV,114,ATL,MDT,619,False
5,18,7,1700,1820,WN,80,SFO,LAX,337,False
5,18,7,1415,1709,CO,234,EWR,AUS,1504,False
1,14,1,1430,1515,AA,105,DFW,ELP,551,True
4,26,6,1240,1330,MQ,110,ROC,ORD,528,False
1,6,7,1220,1445,AS,145,SEA,BUR,937,True
5,11,7,705,832,YV,87,PHX,BFL,425,False
7,1,2,2255,22,B6,87,JFK,ROC,264,False
7,22,2,2100,2130,WN,90,ABQ,LAS,487,True
6,15,7,1000,1105,AA,65,DFW,IAH,224,False
8,15,5,1225,1440,XE,135,SAV,EWR,708,True
5,22,4,1445,1619,UA,154,ORD,DEN,888,True
11,6,4,615,705,WN,110,DAL,ABQ,580,False
3,31,1,1041,1413,UA,152,ORD,MCO,1005,False
5,5,1,730,1050,MQ,140,DFW,CAE,922,False
7,6,7,910,1212,OO,122,DEN,SAT,794,False
4,24,4,949,1026,HA,37,HNL,LIH,102,False
5,16,5,720,840,WN,80,OKC,HOU,419,False
7,8,2,715,1000,DL,165,TPA,JFK,1005,False
11,30,7,825,1302,OH,217,DFW,JFK,1391,False
11,15,6,1310,1552,OO,102,ONT,SLC,558,False
10,13,1,1405,1510,AA,65,IAH,DFW,224,True
6,6,5,655,805,WN,70,PHX,SAN,304,False
8,5,2,815,1025,WN,130,PDX,LAS,762,False
12,16,2,625,817,XE,112,ICT,IAH,542,True
2,21,4,1155,1452,CO,177,EWR,PBI,1024,False
4,24,4,1145,1400,B6,135,MCO,IAD,758,False
8,26,2,1200,1405,AS,125,SEA,SJC,697,False
1,25,5,1315,1447,XE,92,EWR,PIT,319,False
2,8,5,930,1059,US,89,DCA,BOS,399,False
11,3,1,2129,2341,OO,132,DEN,MSO,679,False
5,22,4,926,1800,UA,334,SFO,JFK,2586,False
2,3,7,1825,2335,AA,190,SJC,DFW,1438,True
9,10,3,1215,1335,WN,80,DEN,SLC,391,False
3,24,1,1858,2237,NW,159,MSP,LGA,1020,True
10,18,6,905,1035,MQ,90,SJC,SAN,417,False
7,16,3,710,815,MQ,125,SYR,ORD,607,False
4,15,2,1820,1944,XE,84,PHX,LAX,370,False
3,28,5,925,1655,WN,270,PHX,PHL,2075,False
7,13,7,1145,1415,9E,210,LGA,DSM,1031,False
5,21,3,1015,1243,XE,88,MSY,JAX,513,False
8,14,4,1140,1318,DL,98,RIC,ATL,481,False
11,15,6,630,748,CO,78,BOS,EWR,200,False
1,13,7,2320,717,UA,297,SFO,IAD,2419,False
8,31,7,1126,1235,OO,69,SLC,MTJ,268,False
10,6,1,2220,2240,US,80,CLT,BNA,329,False
12,8,1,2035,2120,EV,105,ATL,LFT,503,False
2,11,1,955,1559,DL,244,SLC,DCA,1851,False
11,14,5,2205,2255,MQ,50,ORD,CMI,135,False
3,28,5,815,1035,WN,140,BWI,TPA,842,False
1,17,4,1908,2058,YV,110,ATL,IAD,533,True
4,1,2,605,805,MQ,180,CAE,DFW,922,False
12,16,2,2155,2324,FL,89,ATL,DAY,432,False
4,26,6,1918,2118,NW,120,DTW,ATL,594,False
1,6,7,1032,1316,NW,164,DTW,SRQ,1023,False
4,2,3,1610,1840,EV,90,LIT,ATL,453,False
4,3,4,2050,2255,9E,125,IND,BDL,728,False
2,14,4,1435,1844,AA,189,SLC,ORD,1249,True
7,16,3,1330,1437,OO,67,SLC,CDC,221,False
2,11,1,1110,1400,MQ,110,ORD,CLT,599,False
11,19,3,1035,1109,HA,34,OGG,HNL,100,False
7,18,5,1410,1549,XE,99,IAH,ICT,542,False
9,5,5,1244,1409,YV,85,BFL,PHX,425,False
3,24,1,1225,1300,WN,95,ABQ,LAS,487,False
3,6,4,1000,1125,WN,85,SMF,SNA,404,True
5,18,7,1343,1400,DL,77,ATL,JAN,341,False
9,8,1,1555,1729,AA,154,EWR,ORD,719,True
1,7,1,2100,2235,WN,155,MHT,MDW,838,True
12,18,4,1305,1618,YV,133,PHX,AUS,872,False
12,13,6,1635,1745,WN,70,LAX,LAS,236,True
3,22,6,1045,1400,AA,135,DFW,TPA,929,True
2,13,3,1010,1335,NW,145,MSP,ATL,906,False
8,24,7,821,841,EV,80,ATL,PFN,247,False
2,4,1,1328,1555,OH,147,LGA,CVG,585,True
8,4,1,849,1555,US,246,PHX,PIT,1813,False
2,20,3,1000,1205,F9,245,MCO,DEN,1545,False
10,2,4,2055,2115,WN,80,CLE,MDW,307,False
5,15,4,1135,1340,MQ,125,CLT,MIA,650,False
8,8,5,1440,1604,OO,84,FAT,LAS,258,False
8,3,7,645,820,MQ,95,ORD,MEM,491,False
2,13,3,1708,1754,EV,106,ATL,LIT,453,False
7,22,2,1300,1414,US,74,BOS,LGA,185,False
4,16,3,1903,2005,XE,62,BUF,CLE,192,False
5,18,7,1710,1855,EV,105,ABE,CVG,503,False
2,4,1,1735,2104,OH,149,BHM,LGA,866,True
10,2,4,1527,1655,NW,268,DTW,LAS,1750,False
1,20,7,947,1358,US,191,PHX,MSP,1276,False
6,27,5,1617,1719,EV,62,TYS,ATL,152,False
2,29,5,645,1024,XE,159,MCI,EWR,1092,False
5,29,4,1140,1513,NW,513,MSP,HNL,3972,False
7,26,6,1659,1749,DL,110,SLC,PHX,507,False
4,20,7,640,1000,AS,140,PDX,DEN,992,False
3,14,5,915,1020,MQ,65,DFW,LBB,282,False
9,8,1,1200,1330,WN,90,SAN,OAK,446,True
12,16,2,1525,1642,XE,77,CLE,RIC,362,False
4,26,6,650,914,NW,84,RAP,MSP,490,False
9,12,5,2035,2135,WN,60,LAS,SAN,258,False
5,8,4,1350,1555,NW,125,MEM,MSP,700,False
4,13,7,1850,2040,WN,110,JAX,BWI,663,False
4,2,3,1220,1441,UA,261,ORD,LAX,1745,True
3,16,7,915,1236,9E,141,JAN,DTW,777,False
11,11,2,1329,1444,XE,75,EWR,BUF,282,False
10,19,7,1530,1707,XE,97,CLE,MHT,544,False
7,31,4,939,1136,YV,117,CLT,SYR,603,True
2,23,6,1338,1445,YV,67,CID,ORD,196,False
3,13,4,600,810,AA,190,RDU,DFW,1062,False
1,6,7,1855,2343,YV,168,DEN,ATL,1199,True
6,10,2,830,1035,WN,65,PHX,ABQ,328,False
2,12,2,917,1118,NW,121,MEM,SAT,625,True
5,4,7,755,912,XE,77,BRO,IAH,308,False
8,18,1,1730,1840,OO,70,MSP,MKE,297,False
3,19,3,1305,1608,OH,123,MCI,ATL,692,True
3,4,2,910,1035,XE,145,IAH,COS,809,False
3,22,6,1915,2039,YV,84,CAE,IAD,401,False
2,22,5,1130,1256,9E,86,ICT,MEM,453,True
4,22,2,2140,2255,WN,75,SJC,SAN,417,False
9,2,2,920,1102,NW,222,MSP,SEA,1399,False
5,19,1,1440,1650,WN,130,MCO,SDF,718,False
6,30,1,555,558,YV,63,TVC,ORD,224,False
8,3,7,1340,1435,NW,115,DTW,MSP,528,False
3,17,1,1016,1102,OO,46,SAN,LAX,109,False
8,23,6,30,545,CO,195,LAX,IAH,1379,False
1,13,7,900,1041,US,101,BOS,DCA,399,False
6,18,3,1650,1812,NW,82,MSP,ORD,334,False
5,31,6,2359,803,US,304,LAS,EWR,2227,False
9,23,2,1346,1508,DL,142,ATL,SAT,874,False
4,7,1,1657,1720,EV,83,ATL,JAN,341,False
12,2,2,2020,2132,US,132,CLT,ORD,599,False
2,7,4,1045,1355,CO,250,LGA,IAH,1416,False
10,10,5,700,840,9E,100,IND,DCA,499,False
5,5,1,1055,1323,XE,148,GEG,ONT,936,False
9,18,4,1210,1433,UA,263,ORD,SEA,1721,False
5,1,4,1300,1427,UA,87,SFO,LAX,337,False
2,6,3,735,857,XE,82,CLE,DCA,310,False
9,20,6,829,903,HA,34,ITO,OGG,121,False
5,10,6,1230,1513,AS,163,LAX,SEA,954,False
1,14,1,1422,1534,OO,72,SFO,BUR,326,False
5,17,6,1440,1518,UA,98,PIT,ORD,412,False
4,4,5,1030,1345,HA,375,LAS,HNL,2762,False
12,23,2,1205,1330,WN,85,PDX,SMF,479,True
10,22,3,1040,1235,MQ,55,ORD,TOL,214,False
2,24,7,1625,1939,EV,134,ATW,ATL,765,False
11,3,1,1810,2154,CO,164,ORD,EWR,719,False
1,23,3,1020,1320,AA,180,EWR,MIA,1086,False
7,22,2,600,846,OO,106,ORD,SYR,607,False
3,21,5,2215,556,US,281,PHX,JFK,2153,False
6,23,1,600,808,NW,128,MEM,MSP,700,False
1,4,5,1600,2350,WN,290,LAS,PVD,2363,True
6,29,7,1315,1420,WN,65,PHX,SAN,304,False
5,17,6,1710,1910,XE,180,GRR,IAH,1042,False
1,27,7,800,907,9E,67,FWA,DTW,128,False
3,23,7,1300,1535,WN,155,PDX,PHX,1009,False
12,28,7,1615,1726,9E,71,MSP,MLI,274,True
2,26,2,1325,1649,CO,144,IAH,FLL,965,False
12,10,3,1115,1452,UA,397,JFK,SFO,2586,False
1,24,4,1330,1435,NW,65,DTW,TVC,207,False
3,24,1,1017,1138,FL,141,ATL,ICT,781,False
12,17,3,1605,1729,B6,84,SFO,LGB,354,True
6,5,4,1310,1622,XE,132,IAH,TYS,772,True
6,17,2,710,815,AA,65,SAT,DFW,247,False
4,23,3,725,848,DL,83,SDF,ATL,321,False
1,13,7,1255,1530,CO,155,JAX,EWR,821,False
5,4,7,805,1030,WN,145,TUS,OAK,747,False
9,15,1,955,1121,UA,86,ORD,OMA,416,True
5,2,5,1225,1340,AA,135,ATL,DFW,732,True
6,18,3,1425,2015,AA,230,SEA,DFW,1660,True
10,4,6,800,912,B6,72,BOS,JFK,187,True
1,17,4,2105,2234,OH,149,CVG,DFW,812,True
8,13,3,2005,2048,OO,43,CLD,LAX,86,False
11,4,2,1835,1827,EV,52,ATL,BHM,134,False
8,28,4,1709,1842,OH,93,CLT,CVG,335,False
4,14,1,1500,1610,MQ,70,DFW,AMA,313,False
4,30,3,1125,1258,CO,93,CLE,EWR,404,False
4,5,6,940,1113,9E,93,PIT,DTW,201,False
11,12,3,840,1021,B6,101,BOS,IAD,413,False
11,27,4,1100,1307,DL,67,PNS,ATL,272,False
12,21,7,2125,2214,DL,109,ATL,STL,483,True
5,18,7,1923,2052,NW,89,DTW,DCA,405,False
9,4,4,1650,2016,OO,146,SLC,OKC,866,False
9,9,2,1820,2055,WN,155,LAS,SEA,866,False
2,17,7,1509,1650,9E,101,ATL,PIT,526,False
1,21,1,2125,2240,WN,75,SJC,SAN,417,True
10,25,6,1605,1820,WN,135,PHX,SFO,651,False
5,27,2,945,1239,US,174,PHL,TPA,920,True
8,12,2,1420,1530,WN,70,BWI,ALB,288,False
3,4,2,820,1146,US,326,PHL,PHX,2075,True
5,25,7,940,1201,US,141,CLT,MHT,737,False
12,30,2,600,755,FL,115,BWI,ATL,576,False
5,1,4,1515,1650,OH,95,CVG,ROC,461,False
10,17,5,640,735,WN,115,DEN,PHX,602,False
4,16,3,1315,1521,AS,126,SEA,SJC,697,False
8,12,2,615,735,US,80,PHL,BOS,280,False
8,17,7,1605,1729,EV,144,ATL,AUS,813,True
10,3,5,2130,2316,F9,166,DEN,SEA,1024,False
7,9,3,1737,1801,AS,24,PSG,WRG,31,False
10,12,7,1345,1740,MQ,175,MEM,LGA,963,False
4,12,6,815,1627,US,312,LAX,PHL,2401,False
12,31,3,805,1410,WN,245,PHX,MCO,1848,False
1,18,5,1830,2107,UA,277,ORD,SFO,1846,False
11,16,7,1405,1505,AA,60,MIA,MCO,193,False
11,22,6,710,825,WN,75,BUR,OAK,325,False
9,20,6,1350,1513,EV,83,LWB,ATL,369,False
8,27,3,756,1107,UA,131,RNO,DEN,804,False
4,30,3,1255,1359,XE,64,IAH,BTR,253,False
8,16,6,1125,1335,AA,190,ORD,SLC,1249,False
8,21,4,940,1110,OO,90,MKE,OMA,426,False
5,27,2,825,1040,FL,255,MKE,LAX,1756,False
8,17,7,1017,1155,YV,98,PHX,BUR,369,False
4,2,3,635,1420,AA,285,LAX,FLL,2342,False
11,25,2,1500,1621,US,81,DCA,LGA,214,False
7,23,3,1345,1530,WN,105,SMF,SEA,605,False
5,3,6,1840,2010,WN,90,SAN,RNO,488,False
6,17,2,2020,2144,EV,84,ATL,CRW,363,False
10,23,4,600,703,AS,63,GEG,SEA,224,False
10,22,3,835,1200,US,145,IAH,CLT,913,False
2,26,2,825,1037,US,312,MCO,LAS,2039,True
8,2,6,730,947,AS,137,SEA,OAK,671,False
7,27,7,845,1020,AA,215,DFW,SFO,1464,True
1,9,3,900,1136,CO,276,CLE,PHX,1737,False
6,3,2,2045,2302,OO,137,LAX,PDX,834,True
3,28,5,1730,1828,OO,58,TWF,SLC,175,False
1,9,3,1910,2125,WN,195,ABQ,SEA,1180,True
12,26,5,2231,205,YV,154,PHX,IAH,1009,False
5,4,7,910,1055,MQ,105,TUL,ORD,585,False
4,18,5,1606,1614,EV,68,ATL,GTR,241,False
6,26,4,1845,2145,9E,120,MEM,RDU,634,False
6,16,1,735,943,OH,128,CHS,LGA,641,True
10,14,2,1843,2117,UA,94,ORD,BUF,473,False
4,8,2,620,710,MQ,50,ACT,DFW,89,False
3,31,1,615,840,WN,85,LAS,ABQ,487,False
4,27,7,1330,1436,9E,66,CAK,DTW,133,False
1,22,2,2125,2245,F9,140,DEN,SNA,846,False
10,16,4,638,805,XE,87,RIC,CLE,362,False
12,8,1,2008,2113,OO,65,ACV,SMF,207,False
2,15,5,1705,1856,OH,111,SAV,CVG,515,False
3,16,7,1845,2149,CO,184,EWR,TPA,998,False
2,24,7,2050,2220,WN,90,SAN,SFO,447,True
1,11,5,2155,47,B6,172,JFK,MCO,944,True
5,27,2,1604,1809,FL,125,ATL,BUF,712,True
8,25,1,1815,2020,AA,125,ATL,MIA,595,True
3,21,5,1150,1435,OH,105,MCI,CVG,539,True
10,30,4,2147,2237,OO,50,SAN,LAX,109,False
2,29,5,1100,1200,MQ,60,DFW,LAW,140,False
5,28,3,1735,2038,B6,183,JFK,MCO,944,False
7,26,6,1330,1505,MQ,155,BDL,ORD,783,False
1,12,6,2330,830,US,360,HNL,PHX,2917,False
4,23,3,1530,1559,NW,89,GRR,MSP,408,False
3,4,2,1700,2015,AA,375,JFK,SEA,2421,False
4,10,4,933,1020,OO,47,SAN,LAX,109,False
8,6,3,1615,1818,DL,123,MIA,ATL,595,False
7,25,5,1555,1850,AA,175,MIA,PHL,1013,False
2,29,5,1445,1546,OO,61,ORD,CWA,213,True
10,17,5,850,1009,F9,139,DEN,SAN,853,False
9,16,2,730,855,AA,145,DEN,LAX,862,False
4,7,1,845,1008,UA,143,DEN,SNA,846,True
5,20,2,957,1115,XE,78,IAH,JAN,351,False
3,28,5,2035,2155,WN,80,BUR,PHX,369,False
12,19,5,2134,2235,YV,61,ORD,CID,196,True
8,20,3,1445,1607,OO,82,SLC,HLN,402,False
5,1,4,1045,1509,NW,204,MSP,FLL,1487,False
6,27,5,1635,1845,MQ,130,LGA,DTW,501,True
2,26,2,1025,1255,9E,210,BOS,MEM,1139,True
2,13,3,800,902,XE,62,IAH,DAL,217,False
3,26,3,2133,2256,NW,83,DTW,IAD,383,False
11,7,5,2000,2100,WN,60,DAL,HOU,239,False
11,18,2,1205,1345,WN,160,STL,DEN,770,False
10,14,2,1050,1150,9E,120,ATL,IAH,689,True
3,6,4,1830,2105,WN,155,MCO,BUF,1011,True
4,27,7,1325,1527,OH,122,ALB,CVG,623,False
8,19,2,1503,1539,OO,96,SLC,RNO,422,False
1,12,6,1042,1832,UA,290,LAX,IAD,2288,True
12,3,3,1158,1217,NW,79,DTW,ORD,235,False
2,17,7,1340,1542,OH,122,PHL,CVG,507,True
8,15,5,615,730,WN,75,LAS,RNO,345,False
12,22,1,1858,2019,DL,81,ATL,RDU,356,True
3,14,5,1935,2110,MQ,95,RDU,BDL,532,True
12,5,5,1529,1804,FL,155,LGA,ATL,761,True
10,26,7,1330,1441,EV,131,ATL,OKC,761,False
10,5,7,855,1119,UA,324,SFO,KOA,2367,False
12,25,4,1230,1330,MQ,60,RDU,DCA,227,False
10,12,7,1330,1445,US,75,PVD,PHL,238,False
4,10,4,710,1010,AA,180,SJU,MCO,1189,False
1,18,5,1300,1454,US,174,CLT,IAH,913,False
9,4,4,1936,2223,F9,107,PHX,DEN,602,False
4,8,2,1330,1914,UA,224,DEN,LGA,1619,False
3,4,2,735,845,DL,70,CAE,ATL,191,True
5,9,5,2012,2204,US,112,PHX,RNO,601,False
10,14,2,855,1425,WN,210,LAS,MDW,1521,False
1,28,1,1030,1343,F9,133,DEN,MKE,895,True
10,29,3,1130,1247,DL,77,LGA,BOS,185,False
8,26,2,1535,1653,US,138,PHL,ORD,678,False
10,31,5,1435,1719,B6,344,JFK,LAS,2248,False
4,18,5,1737,1932,EV,115,ATL,FNT,644,False
12,8,1,2130,2258,XE,88,EWR,MHT,209,False
9,26,5,1630,1730,MQ,60,ORD,CID,196,False
6,4,3,1600,1700,WN,60,ONT,LAS,197,False
6,30,1,1120,1217,US,57,CLT,MYR,156,False
6,29,7,815,946,FL,91,ATL,RIC,481,False
8,26,2,830,1040,WN,130,SAT,BNA,822,False
3,5,3,700,926,OH,146,BOS,CMH,640,True
9,4,4,1950,2235,WN,165,ISP,PBI,1052,False
5,7,3,1320,2115,HA,295,HNL,SFO,2398,True
6,1,7,1610,1903,US,113,MSY,CLT,651,False
5,21,3,645,1440,CO,295,LAS,EWR,2227,False
5,23,5,1354,1445,UA,111,DSM,DEN,589,False
3,29,6,1355,1920,WN,205,DEN,TPA,1506,False
4,13,7,910,1025,WN,75,SJC,SNA,342,False
6,10,2,930,1353,AS,203,ANC,SEA,1449,False
11,23,7,755,905,MQ,70,DFW,HOU,247,False
11,11,2,913,943,HA,30,LIH,HNL,102,False
7,12,6,714,954,CO,160,EWR,MCO,938,False
12,30,2,1505,1645,OH,100,CVG,CHS,497,False
9,28,7,1625,1740,WN,75,LAS,LAX,236,False
11,17,1,635,730,WN,115,TUL,DEN,541,False
2,14,4,945,1145,XE,120,MCI,IAH,643,False
4,12,6,1215,1407,UA,172,MCO,ORD,1005,True
3,17,1,1025,1200,WN,95,PHL,MHT,290,False
4,11,5,1455,2017,US,202,PHX,ORD,1440,True
7,4,5,1655,1915,WN,260,MDW,LAX,1750,False
11,6,4,1825,2044,US,79,LAX,PHX,370,False
11,27,4,750,1615,AA,325,SFO,JFK,2586,False
10,21,2,1420,1623,EV,123,GRR,ATL,640,False
5,8,4,1310,1526,US,76,BNA,CLT,329,False
6,15,7,1835,2118,EV,103,STL,ATL,483,False
8,26,2,955,1051,CO,56,IAH,AUS,140,False
3,20,4,2105,2210,WN,125,ABQ,LAX,677,False
9,10,3,1655,1940,UA,105,PHX,DEN,602,True
2,2,6,2125,2258,9E,93,DTW,ROA,382,False
12,15,1,1150,1351,US,181,CLT,DFW,936,False
11,3,1,1825,2035,WN,130,SEA,OAK,671,False
5,29,4,1610,1705,WN,55,MCI,STL,237,True
8,17,7,610,718,MQ,68,LAX,SAN,109,False
1,14,1,940,1215,9E,95,PIA,DTW,346,False
3,10,1,655,1310,AA,255,SJC,ORD,1829,False
3,9,7,1020,1439,NW,199,MSP,RSW,1416,True
1,15,2,1710,1800,MQ,50,ORD,CMI,135,False
7,18,5,1436,1710,CO,154,MCO,CLE,895,False
6,10,2,725,912,CO,107,CLE,BOS,563,False
9,29,1,1130,1417,DL,167,TPA,BDL,1111,False
7,21,1,1830,1930,MQ,60,GRB,ORD,174,False
7,11,5,2231,2318,NW,47,DTW,MBS,98,True
12,14,7,545,743,EV,58,VPS,ATL,264,False
7,6,7,1135,1413,B6,158,TPA,JFK,1005,False
2,23,6,1730,1821,HA,51,HNL,ITO,216,False
9,27,6,1335,1415,OO,40,MKE,GRB,107,True
8,14,4,700,947,B6,167,RSW,JFK,1074,False
10,5,7,1640,1640,EV,60,ATL,DHN,171,False
9,22,1,828,1042,UA,134,IAD,TPA,810,False
12,1,1,600,1344,DL,284,SEA,ATL,2182,False
7,11,5,1455,1635,OO,100,SLC,RAP,508,False
8,20,3,1140,1933,UA,293,OGG,SFO,2338,True
6,17,2,1607,2359,US,292,LAS,FLL,2174,True
8,13,3,1026,1226,US,120,BDL,CLT,644,False
7,12,6,1435,1720,NW,345,MSP,ANC,2518,True
8,3,7,1530,1741,US,71,PHX,ABQ,328,True
10,6,1,1045,1315,9E,150,LGA,IND,659,False
8,22,5,1410,1615,WN,65,PHX,ABQ,328,False
5,12,1,1321,1405,OO,44,PDX,RDM,116,False
11,11,2,750,918,DL,88,ATL,CMH,446,False
9,6,6,1030,1225,WN,295,MCO,LAS,2039,False
4,22,2,1015,1155,9E,100,ATL,RIC,481,False
2,16,6,1835,2022,FL,107,PBI,ATL,545,False
3,19,3,1335,1605,AA,150,MIA,SJU,1045,False
5,2,5,810,1005,WN,235,MDW,LAS,1521,False
3,2,7,1700,1937,UA,277,ORD,SFO,1846,False
12,22,1,1455,1559,OO,64,CIC,SFO,153,True
10,25,6,1250,1709,CO,199,IAH,PHL,1324,False
10,15,3,1425,1557,CO,92,IAH,TUL,429,True
11,21,5,1310,1500,US,110,CLT,JFK,541,False
5,3,6,1555,1751,DL,116,FLL,ATL,581,False
6,6,5,2050,2145,WN,115,DEN,LAS,629,False
4,30,3,805,915,AA,70,ORD,STL,258,False
3,29,6,700,835,MQ,155,HPN,ORD,738,False
6,2,1,2120,2215,MQ,55,DFW,SHV,190,False
2,18,1,940,1055,WN,75,BWI,MHT,377,False
6,2,1,1919,2006,NW,47,DTW,GRR,120,False
11,25,2,1005,1725,WN,260,LAS,RDU,2027,False
1,8,2,1015,1238,EV,143,LGA,CAE,617,False
12,5,5,730,839,DL,69,LGA,BOS,185,False
8,10,7,825,926,UA,121,DCA,ORD,612,False
9,30,2,1250,1359,EV,69,TLH,ATL,223,False
11,30,7,1235,1444,UA,129,DEN,BOI,649,True
10,7,2,830,953,US,83,DCA,BOS,399,False
11,29,6,1856,1907,OO,71,MBS,ORD,222,False
6,30,1,745,850,WN,65,LAS,SAN,258,False
8,2,6,1740,2300,WN,200,PHX,MDW,1444,False
4,13,7,1410,1633,UA,143,ORD,MSY,837,False
9,26,5,1155,1355,WN,120,FLL,RDU,680,False
6,8,7,2145,5,WN,140,BWI,TPA,842,False
9,3,3,1830,2002,CO,92,BOS,EWR,200,False
7,9,3,1045,1200,WN,75,PIT,PHL,267,False
6,5,4,1332,1650,XE,138,SLC,MCI,919,False
6,5,4,825,1035,WN,70,PHX,ELP,347,False
8,28,4,1053,1221,OO,148,COS,LAX,833,False
3,16,7,755,1355,AA,240,EGE,EWR,1725,False
9,12,5,2010,2326,CO,196,EWR,MIA,1086,True
2,2,6,1400,1617,XE,137,IND,EWR,644,False
3,27,4,1515,1615,MQ,60,FSM,DFW,228,False
6,25,3,800,1004,OO,184,STL,SLC,1156,False
3,20,4,1124,1715,UA,231,SEA,ORD,1721,False
3,6,4,1200,1301,DL,61,ATL,JAX,270,False
8,23,6,1005,1148,XE,103,SLC,ABQ,493,False
10,12,7,1125,1325,US,120,CLT,EWR,529,False
6,2,1,1559,1740,MQ,161,JFK,STL,892,False
4,3,4,930,1057,YV,87,BFL,PHX,425,False
5,9,5,640,835,OH,115,DTW,JFK,508,False
3,26,3,1900,2105,AA,185,ORD,ABQ,1118,False
5,17,6,1250,1630,AA,160,DFW,DTW,987,False
6,28,6,1228,1335,OO,127,SLC,SFO,599,False
11,24,1,1120,1235,MQ,75,DSM,ORD,299,True
3,19,3,1300,1750,WN,170,PHX,MSY,1301,False
12,26,5,1235,1750,AS,195,SEA,MSP,1399,False
10,17,5,730,730,MQ,60,MQT,MKE,236,False
11,1,6,1920,2245,MQ,145,DFW,CAE,922,True
3,4,2,1807,1931,F9,144,DEN,SNA,846,False
4,19,6,1450,1558,XE,128,BOI,LAX,674,False
6,9,1,736,756,NW,80,ATL,MEM,332,False
5,19,1,1151,1441,US,110,PHX,DEN,602,False
4,15,2,1210,1910,WN,240,LAS,CLE,1825,True
10,25,6,1201,1259,9E,58,DTW,SBN,157,False
7,11,5,1725,2035,AA,190,LGA,MIA,1097,False
6,30,1,1944,2133,UA,109,PDX,SFO,550,False
2,6,3,1440,2130,AQ,290,OGG,OAK,2349,False
5,5,1,855,1134,OO,159,LAX,SEA,954,False
4,16,3,1815,2035,AA,200,BWI,DFW,1217,False
4,20,7,1200,1450,DL,170,TPA,BDL,1111,True
6,26,4,720,815,MQ,55,CMI,ORD,135,False
1,17,4,1945,2134,OH,109,CVG,ALB,623,False
1,11,5,2125,2245,F9,140,DEN,SNA,846,False
9,3,3,755,1048,DL,173,BDL,TPA,1111,False
11,9,7,1825,1955,WN,90,MHT,PHL,290,False
12,4,4,1515,1800,WN,105,ELP,HOU,677,False
5,1,4,2020,2124,EV,64,ATL,AGS,143,True
1,28,1,945,1318,CO,273,BOS,IAH,1597,False
5,5,1,1715,1910,US,115,SFO,PHX,651,False
11,16,7,1328,1448,9E,80,BIS,MSP,386,False
4,5,6,2046,2214,FL,88,TPA,ATL,406,True
1,18,5,1830,2330,CO,240,EWR,SJU,1608,True
6,5,4,1920,2057,NW,97,MSP,STL,449,True
5,15,4,1110,1408,XE,118,LAX,BOI,674,False
5,7,3,1805,2045,DL,340,LAX,HNL,2556,True
7,13,7,2130,201,AS,211,ANC,SEA,1449,False
8,7,4,1830,2143,AA,193,MIA,BOS,1258,True
6,15,7,1445,1730,WN,105,ABQ,DAL,580,False
1,31,4,905,1120,WN,195,PHX,SEA,1107,False
1,30,3,1820,2027,NW,127,ATL,DTW,594,True
1,18,5,2150,2251,OO,61,SEA,GEG,224,True
11,22,6,1020,1335,XE,135,IAH,DAY,929,False
6,21,6,1830,2002,US,92,BOS,PHL,280,False
6,8,7,1025,1233,US,128,PHX,OAK,646,False
1,31,4,1738,1920,NW,102,DTW,BDL,548,False
9,25,4,600,842,EV,102,LFT,ATL,503,True
7,10,4,704,836,UA,92,SAN,SFO,447,False
7,9,3,1335,1624,EV,109,STL,ATL,483,True
8,10,7,1101,1615,UA,194,DEN,CLT,1337,False
